,Rxn_Name,index,SMILES,MW,IE,AMW,frac_sp3,heavy_atom,NH_OH,aromatic_heter,aromatic_ring,h_accept,h_donot,num_heteroatom,num_rotable,num_aliphatic,aliphatic_heter,aromatic_C,aliphatic_C,saturated_C,saturated_heter,saturated_ring,asphere,MaxPartialCharge,MinPartialCharge,numvalence,numradical,RadiusOfGyration,spherocity,Halide,Halide Ionic Radius,Halide Ionization Energy (eV),Halide Electron Affinity (eV),Halide Pearson Hardness (eV),Halide Mulliken Electronegativity (eV),Halide Pauling Electronegativity (Neutral Atom),Number of Electrons,Atomic Mass,Charge,index,Ion,Form 2D Perovskites?,Metal Ionization Energy (kJ/mol),Metal Electron Affinity (kJ/mol),Metal Pearson Hardness (eV),Metal Mulliken Electronegativity (eV; ionic),Metal Pauling Electronegativity (atomic),No.Electrons,Valence d electron count,Ionic Radius
962,Cu++ + Br + Nc1ncco1,34,Nc1ncco1,0,0,0,0,6,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0.291241695,-0.432363734,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
963,Cu++ + Br + Nc1nccs1,34,Nc1nccs1,149,7,6,0,6,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0.179423373,-0.375118653,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
964,Cu++ + Br + NCCS(=O)(=O)O,34,NCCS(=O)(=O)O,0,0,0,1,7,3,0,0,3,2,5,2,0,0,0,0,0,0,0,0,0.265602241,-0.329369341,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
965,Cu++ + Br + NCCCS(=O)(=O)O,34,NCCCS(=O)(=O)O,0,0,0,1,8,3,0,0,3,2,5,3,0,0,0,0,0,0,0,0,0.26439683,-0.330438389,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
970,Cu++ + Br + NCCOS(=O)(=O)O,34,NCCOS(=O)(=O)O,0,0,0,1,8,3,0,0,4,2,6,3,0,0,0,0,0,0,0,0,0.396895551,-0.328204698,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
972,Cu++ + Br + COc1cc(CCN)ccc1O,34,COc1cc(CCN)ccc1O,0,0,0,0.333333333,12,3,0,1,3,2,3,3,0,0,1,0,0,0,0,0,0.160249674,-0.504254604,66,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
973,Cu++ + Br + CS(=O)(=O)CCN,34,CS(=O)(=O)CCN,119,8,10,1,7,2,0,0,3,1,4,2,0,0,0,0,0,0,0,0,0.14819629,-0.329462518,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
974,Cu++ + Br + O=S1(=O)CCNCC1,34,O=S1(=O)CCNCC1,0,0,0,1,8,1,0,0,3,1,4,0,1,1,0,0,0,1,1,0,0.152303726,-0.314712622,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
975,Cu++ + Br + NCCOCCOCCN,34,NCCOCCOCCN,139,8,8,1,10,4,0,0,4,2,4,7,0,0,0,0,0,0,0,0,0.070061011,-0.377748374,62,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
976,Cu++ + Br + NCCCc1ncc[nH]1,34,NCCCc1ncc[nH]1,107,8,7,0.5,9,3,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0.105544865,-0.348592188,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
977,Cu++ + Br + C1=C[N+]=CC=N1,34,C1=C[N+]=CC=N1,0,0,0,0,6,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0.25989202,-0.251704481,29,1,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
978,Cu++ + Br + NCCSSCCN,34,NCCSSCCN,119,8,10,1,8,4,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0.016012829,-0.329620494,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
979,Cu++ + Br + NC1CC[NH2+]C1,34,NC1CC[NH2+]C1,0,0,0,1,6,4,0,0,1,2,2,0,1,1,0,0,0,1,1,0,0.091098956,-0.34491278,36,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
980,Cu++ + Br + CNCCN,34,CNCCN,141,8,8,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.007144858,-0.329208305,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
981,Cu++ + Br + CCCCN,34,CCCCN,137,8,7,1,5,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,-0.007737643,-0.330473681,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
982,Cu++ + Br + CCCCCN,34,CCCCCN,137,8,7,1,6,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,-0.00772772,-0.330473505,38,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
983,Cu++ + Br + CCCCCCN,34,CCCCCCN,137,8,7,1,7,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,-0.007727548,-0.330473504,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
984,Cu++ + Br + CCCCCCCN,34,CCCCCCCN,137,8,7,1,8,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
985,Cu++ + Br + CCCCCCCCN,34,CCCCCCCCN,137,8,7,1,9,2,0,0,1,1,1,6,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,56,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
986,Cu++ + Br + CCCCCCCCCN,34,CCCCCCCCCN,137,8,7,1,10,2,0,0,1,1,1,7,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,62,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
987,Cu++ + Br + CCCCCCCCCCN,34,CCCCCCCCCCN,137,8,7,1,11,2,0,0,1,1,1,8,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,68,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
988,Cu++ + Br + NCCCCCCN,34,NCCCCCCN,137,8,7,1,8,4,0,0,2,2,2,5,0,0,0,0,0,0,0,0,-0.00772754,-0.330473504,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
989,Cu++ + Br + NCCCCCCCCN,34,NCCCCCCCCN,137,8,7,1,10,4,0,0,2,2,2,7,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,62,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
990,Cu++ + Br + NCCCCCCCCCCCCN,34,NCCCCCCCCCCCCN,137,8,7,1,14,4,0,0,2,2,2,11,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,86,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
991,Cu++ + Br + NCCCCN,34,NCCCCN,137,8,7,1,6,4,0,0,2,2,2,3,0,0,0,0,0,0,0,0,-0.00768043,-0.330472669,38,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
992,Cu++ + Br + NCCCCCCCCCCN,34,NCCCCCCCCCCN,137,8,7,1,12,4,0,0,2,2,2,9,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,74,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
993,Cu++ + Br + Nc1cccc2c(N)cccc12,34,Nc1cccc2c(N)cccc12,137,8,7,0,12,4,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0.039399104,-0.398224804,60,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
994,Cu++ + Br + NCCCCCCCCCN,34,NCCCCCCCCCN,137,8,7,1,11,4,0,0,2,2,2,8,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,68,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
995,Cu++ + Br + CNCCCN,34,CNCCCN,141,8,8,1,6,3,0,0,2,2,2,3,0,0,0,0,0,0,0,0,-0.003990251,-0.330424747,38,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
996,Cu++ + Br + NCCOCCOCCN,34,NCCOCCOCCN,139,8,8,1,10,4,0,0,4,2,4,7,0,0,0,0,0,0,0,0,0.070061011,-0.377748374,62,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
997,Cu++ + Br + N=C(N)SCCN,34,N=C(N)SCCN,0,0,0,0.666666667,7,5,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0.150595107,-0.378715838,42,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
998,Cu++ + Br + C#CCCN,34,C#CCCN,137,8,7,0.5,5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.020917305,-0.329524715,28,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
999,Cu++ + Br + NCCC(I)=CI,34,NCCC(I)=CI,137,8,7,0.5,7,2,0,0,1,1,3,2,0,0,0,0,0,0,0,0,-0.002095116,-0.33012603,42,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1000,Cu++ + Br + NCCF,34,NCCF,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.101611346,-0.327998518,26,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1001,Cu++ + Br + CC(C)CN,34,CC(C)CN,137,8,7,1,5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.005413892,-0.330218338,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1002,Cu++ + Br + NCCO,34,NCCO,148,8,7,1,4,3,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.055324581,-0.395062739,26,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1003,Cu++ + Br + NCCCO,34,NCCCO,148,8,7,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.044255012,-0.396326245,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1004,Cu++ + Br + NCCI,34,NCCI,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.011851655,-0.329710098,26,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1005,Cu++ + Br + NCCCI,34,NCCCI,137,8,7,1,5,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0.000727019,-0.330445998,32,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1006,Cu++ + Br + NCCCCI,34,NCCCCI,137,8,7,1,6,2,0,0,1,1,2,3,0,0,0,0,0,0,0,0,-0.000425779,-0.330473046,38,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1007,Cu++ + Br + NCCCCCI,34,NCCCCCI,137,8,7,1,7,2,0,0,1,1,2,4,0,0,0,0,0,0,0,0,-0.000471998,-0.3304735,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1008,Cu++ + Br + NCCCCCCI,34,NCCCCCCI,137,8,7,1,8,2,0,0,1,1,2,5,0,0,0,0,0,0,0,0,-0.000472805,-0.330473504,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1009,Cu++ + Br + NCCBr,34,NCCBr,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.015446319,-0.329641577,26,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1010,Cu++ + Br + NCCSSCCN,34,NCCSSCCN,119,8,10,1,8,4,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0.016012829,-0.329620494,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1011,Cu++ + Br + NC1CC1,34,NC1CC1,137,8,7,1,4,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003993211,-0.327709699,24,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1012,Cu++ + Br + NC1CCC1,34,NC1CCC1,137,8,7,1,5,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003879839,-0.327711737,30,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1013,Cu++ + Br + NC1CCCC1,34,NC1CCCC1,137,8,7,1,6,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.00387786,-0.327711754,36,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1014,Cu++ + Br + NC1CCCCC1,34,NC1CCCCC1,137,8,7,1,7,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003877844,-0.327711754,42,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1015,Cu++ + Br + NCC1CCCCC1,34,NCC1CCCCC1,137,8,7,1,8,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,-0.004886466,-0.330197391,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1016,Cu++ + Br + C1CNCCN1,34,C1CNCCN1,0,0,0,1,6,2,0,0,2,2,2,0,1,1,0,0,0,1,1,0,0.007722976,-0.314205753,36,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1017,Cu++ + Br + NCC1CCCNC1,34,NCC1CCCNC1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,-0.000845177,-0.330148341,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1018,Cu++ + Br + NCC1CCNCC1,34,NCC1CCNCC1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,-0.004579407,-0.330195706,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1019,Cu++ + Br + c1cc(-c2ccncc2)ccn1,34,c1cc(-c2ccncc2)ccn1,0,0,0,0,12,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0.027347468,-0.264691916,58,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1020,Cu++ + Br + NCc1ccccc1,34,NCc1ccccc1,137,8,7,0.142857143,8,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.017760763,-0.326497507,42,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1021,Cu++ + Br + NCCc1cccs1,34,NCCc1cccs1,120,8,9,0.333333333,8,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.005772342,-0.330112696,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1022,Cu++ + Br + NCCc1cnc[nH]1,34,NCCc1cnc[nH]1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.09212697,-0.348458364,44,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1023,Cu++ + Br + NCc1cccs1,34,NCc1cccs1,120,8,9,0.2,7,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027328423,-0.32582785,38,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1024,Cu++ + Br + NCC1CCCCN1,34,NCC1CCCCN1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,0.018976402,-0.328923182,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1025,Cu++ + Br + CN(C)c1ccc(N)cc1,34,CN(C)c1ccc(N)cc1,137,8,7,0.25,10,2,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0.036200563,-0.398726784,54,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1026,Cu++ + Br + Nc1cccc(N)c1,34,Nc1cccc(N)c1,137,8,7,0,8,4,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0.03341425,-0.398667249,42,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1027,Cu++ + Br + NCc1ccc2ccccc2c1,34,NCc1ccc2ccccc2c1,137,8,7,0.090909091,12,2,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0.0177832,-0.326497152,60,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1028,Cu++ + Br + NCCc1ccc2ccccc2c1,34,NCCc1ccc2ccccc2c1,137,8,7,0.166666667,13,2,0,2,1,1,1,2,0,0,2,0,0,0,0,0,-0.00366944,-0.330142604,66,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1029,Cu++ + Br + NCCOc1ccc2ccc3cccc4ccc1c2c34,34,NCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.111111111,20,2,0,4,2,1,2,3,0,0,4,0,0,0,0,0,0.12674843,-0.491627502,98,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1030,Cu++ + Br + NCCCOc1ccc2ccc3cccc4ccc1c2c34,34,NCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.157894737,21,2,0,4,2,1,2,4,0,0,4,0,0,0,0,0,0.126675597,-0.49289516,104,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1031,Cu++ + Br + NCCCCOc1ccc2ccc3cccc4ccc1c2c34,34,NCCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.2,22,2,0,4,2,1,2,5,0,0,4,0,0,0,0,0,0.126674336,-0.492945367,110,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1032,Cu++ + Br + NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,34,NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,145,8,7,0.090909091,24,2,0,5,2,1,2,3,0,0,5,0,0,0,0,0,0.127376096,-0.49160405,116,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1033,Cu++ + Br + NCCSc1ccc(-c2cccs2)s1,34,NCCSc1ccc(-c2cccs2)s1,0,0,0,0.2,14,2,2,2,4,1,4,4,0,0,0,0,0,0,0,0,0.06054329,-0.329638618,74,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1034,Cu++ + Br + NCc1ccc(F)cc1,34,NCc1ccc(F)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.122728862,-0.326497479,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1035,Cu++ + Br + NCCCn1ccnc1,34,NCCCn1ccnc1,0,0,0,0.5,9,2,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0.094540716,-0.337450293,50,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1036,Cu++ + Br + NCc1ccc(Cl)cc1,34,NCc1ccc(Cl)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.040569979,-0.326497493,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1037,Cu++ + Br + NCCc1ccccc1,34,NCCc1ccccc1,137,8,7,0.25,9,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.00366981,-0.330142607,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1038,Cu++ + Br + NCCc1ccccc1F,34,NCCc1ccccc1F,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.125942328,-0.33014079,54,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1039,Cu++ + Br + NCCc1cccc(F)c1,34,NCCc1cccc(F)c1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.122982828,-0.330142593,54,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1040,Cu++ + Br + NCc1ccc(Br)cc1,34,NCc1ccc(Br)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017762078,-0.326497496,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
1041,Cu++ + Br + NCc1ccc(I)cc1,34,NCc1ccc(I)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017761995,-0.326497497,48,0,0,0,Br,1.82,7.56,0.84,8.276253046,3.36,2.96,36,79.904,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
